id,puzzle,solution,clues,difficulty
183,.47.....6....3...7.3.89....5.1...7.2.79.4.1.......8.6..6.......8..672.....4.89...,947521836158436297236897451581963742679245183423718569362154978895672314714389625,26,0.0
184,5.1....6.23.......78.21....6..3.8............873...5.......93.83.....1...6.47..2.,541937862239846751786215439654398217912754683873621594425169378397582146168473925,25,0.0
185,....9..13.52.....76.....5.88..3.....7.......1......36...84.......38..9....9763...,487695213352184697691237548826341759735926481914578362278459136563812974149763825,24,0.0
186,5.34......6.8....7.7.......64..7........8.6..91.6....2.5..139.....9....43.....58.,583467219469821357271395468648572193732189645915634872854713926126958734397246581,25,0.0
187,...23.8..5....42.7...9.....15......23.........47.53.6..8....7.5....8....9.5.6.3..,791235846536814297824976153158697432369428571247153968682349715473581629915762384,25,0.0
188,9..4.7....48....7....86.....8..2......2..1..34.......56...5.2.959.....1...3.....4,936417582148235976275869341389524167752681493461973825614758239597342618823196754,24,0.0
189,..43...767.58............4....5.8..1.2.6....8....4..2..5....9...97.1.6....2.7....,984352176715864239236791845349528761521637498678149523453286917897413652162975384,24,0.0
190,....9...7....1.........2.162.8..49....4.......7..5....8..6....4..6.38.7..3..7...1,421596837365817429789342516218764953594183762673259148857621394146938275932475681,23,0.0
191,.75.....41....8..7......6....891......1..38..596.8.......7.9...32..........2..43.,975126384162348957483597612738915246241673895596482173614739528329854761857261439,24,0.0
192,..851.2...........9...4..15.1..3.6.....78..41.63....9.786......1.......4......8..,648517239571392468932648715417935682259786341863124597786459123125863974394271856,24,0.0
193,2.1.9.....7....2......46..5.2...81...9......7..65.4..3........685.1.......7...3..,241795638675381249938246715523978164194632587786514923312457896859163472467829351,23,0.0
194,..7..9....5..2....3........42...........48.2...3...68.6....7.5...985..12..1.3.8.6,217369548856724931394581267428673195965148723173295684682417359739856412541932876,25,0.0
195,6...4.8..7....546.........1..9...3.447.5.6...3..1..7....6...5..932.......4.....3.,693741825781925463254863971169287354478536192325194786816372549932458617547619238,25,0.0
196,..43....71..67...4.5..........8..47...2..6...3.74...5..8.....2.5....239...9.8....,624398517193675284758214963965831472842756139317429856481963725576142398239587641,25,0.0
197,.85.....1.3...2.........4.....1.4.....2.5.86..9........56.2.79.........3...591..8,285649371734812956961735482578164239412953867693287145156328794829476513347591628,23,0.0
198,.....2.4.78.3.61....6.7.........7..3.6....42.4....8..6..1.3......5..4.8....8.59..,319582647784396152526471839298647513167953428453128796841739265975264381632815974,25,0.0
199,..1..83.52..5....1......49.593....8......1..7...8.......9.4.2.......2.4..2...79..,971428365234569871658713492593276184842951637167834529789345216315692748426187953,24,0.0
200,....2..7......5.2.2.4..9.13..9.72.5..82.4...74..5.....7.1....9........4....3..6..,193428576876135429254769813639872154582641937417593268761284395328956741945317682,25,0.0
201,.1...8.........56.85...29...7.156.3........9....72..4.48..........94......7....2.,319568274742391568856472913974156832125834796638729145483217659261945387597683421,23,0.0
202,....85....7..4......6.....3.59..2.4..6....8..4...9.73.7....138..2.....5.....73...,934685172271349568586217493859732641367154829412896735745921386123468957698573214,24,0.0
203,...8..26...4........9...57.....67.9..4....3..93..4...8..3..98..268.7....7...5....,375814269624795183819236574582367491147982356936541728453629817268173945791458632,25,0.0
204,..927.......9.....76.5...4.......8..52........7..2.3.9.....843..38.6.1...9..4.5..,389274615145986273762513948913657824524839761876421359257198436438765192691342587,25,0.0
205,.4.5.2.......1.8..6..4.3..73.97..5............6.89....1...7..8....2381....5......,748562931253917864691483257389724516412356798567891423124675389976238145835149672,24,0.0
206,.1.3....6...8...........2.4..3.5.....6...3.8..41.2.......5.....5...9...29.6....31,412379856657842913389165274893456127265713489741928365124537698538691742976284531,22,0.0
207,..3..2591........351.8.....3....94..7.94...526......8...4.....7...2..6.........2.,873642591492157863516893274325789416789416352641325789254968137938271645167534928,24,0.0
208,.74..26.1..63.....2.8....39..5.493..64..7.5.......6.7..2..84..........6........4.,374892651196357428258461739715249386643178592982536174527684913431925867869713245,26,0.0
209,..6.......1.......9..6.4..8......4.....5..672..5.23..142.1.68...6.....5.8..3..7..,586912347714835269932674518298761435143598672675423981427156893369287154851349726,25,0.0
210,...4..9...4...13..7.........5...24..9.68..1..82.9...7...3.6........986...8......4,138426957549781362762359841351672489976845123824913576293564718417298635685137294,24,0.0
211,....6.5.4.82.1...7.9...83.......7...925.8......6....1..592....6..7.4.2...6.......,371962584582413697694758321138697452925184763746325918459231876817546239263879145,25,0.0
212,.1...6..234....97....3........17...369....5.4.......271.9.......2...1.....86.4...,915746382342518976876392451284175693697283514531469827169837245423951768758624139,24,0.0
213,..82...7.5..19...6.26...1.....8.....74.....8....3.56.4...7..5.......87..2.3..9...,418236975537194826926587143369841257745962381182375694894713562651428739273659418,25,0.0
214,.8.6..7....57.2..9....1....6...9...19.....4...2.3....5......5.73....59...62..1...,281639754435782169796514238654298371973156482128347695819463527347825916562971843,24,0.0
215,.3...6..1....7.6...953......1..4..8...6.13.9.....8...2.6....42....4.....95.....16,437896251182574639695321748219645387876213594543987162768159423321468975954732816,25,0.0
216,.9.....5....81......1....9..2719.4...1.2........648..1...3...6224..5.8....9......,798432156562819347431567298627193485814275639953648721175384962246951873389726514,25,0.0
217,.2...695...94.31..3..5....8..7.....2.8...4.96...17....2..6..48..5....2....8......,824716953569483127371592648437869512185234796692175834213657489956348271748921365,26,0.0
218,72..6....5....2894.........6..7..2.9..7.1.3..1............41.....3...9.79.....5..,729468153561372894384195762638754219457219386192683475275941638813526947946837521,23,0.0
219,68...........8427.....3.5.....1.6..5..2.....184..2.73......3.......5....93..6..4.,687295314153684279294731568379146825562378491841529736428913657716452983935867142,24,0.0
220,..2..1......79.8.4.....4..2.8.1.972...7.....86..........3.6...7.68.5.....9......3,432681975156792834879534162385149726947326518621875349213968457768453291594217683,24,0.0
221,.9.5..3......12.4.8.......6..4...268..3.7......96...1....8....9.....642......7...,491568372376912845825743196714359268683271954259684713147825639538196427962437581,23,0.0
222,.....6..225....96...3....5..98.5........61....4.....7....9...8...14.7.....7.13..9,819576342254138967763249158698754213372861594145392876436925781921487635587613429,24,0.0
223,..9...8..2..3.6.51...1..4.2....1.5.99......3...6.7.....937....4...5.1.....893....,419257863287346951635198472872613549941825637356479218593762184724581396168934725,26,0.0
224,...38....4.3..7....5....8....95..48664...3..1............63....8.1...7....2....53,197386542483257619256419837319572486645893271728164395574631928831925764962748153,24,0.0
225,.....8.4..35.6.......7...9.8.15....39..3...26..3.7.....8...1......49..........9..,792138645435962187618745392861529473957314826243876519389251764176493258524687931,22,0.0
226,.82.....93...8.7..9.53.......1..48.......5.3...31.........97.8......256.6...4.9..,482756319316489725975321648561234897847965132293178456154697283739812564628543971,25,0.0
227,......5....2....3.3.12..4...5..3.9..4..76.1..........6.4.9.186.......7..2.9..4...,874396521592147638361285479156432987428769153937518246743951862615823794289674315,24,0.0
228,..7..9....9.......6......243...4..5...9.5.68......6.7..1....76..4.8.....958...1..,827439516194265837635187924361748259479352681582916473213594768746821395958673142,24,0.0
229,..9...67....4..53.6...2....3.........8.59.........61.5851....9..4...87....2......,529183674178469532634725918315847269286591347497236185851372496943658721762914853,23,0.0
230,...2..6......3...7.3...9.1.4..38.9..........126..7....1....68.46..7..........52..,941257683526138497738469512417382965853694721269571348175926834682743159394815276,23,0.0
231,7.4....2..8..17....2.6...3..4.16.........4.9.....5.6.....572..9579...2........1..,764395821983217456125648937347169582651824793298753614816572349579431268432986175,25,0.0
232,.5..6.8...1.....93.9.4..67.9...2...........485....1....2...41......8.3.4..87..2..,453967812716258493892413675984526731261379548537841926325694187679182354148735269,25,0.0
233,.4..12...513.6.......7...3.7..6....4...2.9.5..8..7.6..8.9............8....5....73,647312985513968247298754136752681394361249758984573612839427561476135829125896473,24,0.0
234,.4..78......1......69...4....46........5..6.8.2.3.15..9.......578.....2.....529..,541978263273146859869235417354687192197524638628391574912863745785419326436752981,24,0.0
235,......7.3..4.6..8.31.7..92..3..465.97.......1....1......9..5...687.........2.....,862159743974362185315784926231846579798523461546917238429635817687491352153278694,24,0.0
236,1..5.......4.......5...1.9........8.4...8.75...8.7..29.......7..9.6.7..886..9.34.,129564837384729561756831492975213684412986753638475129241358976593647218867192345,25,0.0
237,......8......12......57...38.425.1...2..98..7.3.1..9..4.8...7.......9.5..72......,215963874743812695689574213894257136126398547537146982458631729361729458972485361,25,0.0
238,.7....1.9..6..3...43....8..6....12..79.3.6....51.....4...562..3......4......19...,578624139216983745439175826643851297792346581851297364184562973965738412327419658,25,0.0
239,.21.....8....4.7...96.....1...4375....3........2....9......56...8.1......5.9.6...,421769358835241769796853241968437512143592876572618493219375684687124935354986127,22,0.0
240,.2.4..13..........84..37.......7..2641.6.......734......8......9.......26..2..75.,725469138193825647846137295389571426412698573567342981278956314954713862631284759,24,0.0
241,.6.......5.1..7......864.9.9.....21....1........3.6.8.......5.....273..4.736.....,869531742541927638327864195934785216786142359215396487692418573158273964473659821,23,0.0
242,.2.5.......489...77...26.....9....6...67.8..4...3......7....3..9...512..8.....6..,321574986564893127798126435189245763236718594457369812675982341943651278812437659,24,0.0
243,.91....7....12.....7....5..6...3.9......84.....4.1..631...9......5........9243..6,291358674546127839378469521612735948937684215854912763123596487465871392789243156,24,0.0
244,3....1.....2.3..6.64....28.1..5.6.4.4.5.7.......8..6........4....7.......5.7.3..2,389621754572438961641957283128596347465372198793814625236185479817249536954763812,24,0.0
245,3....4.7.19....8...6.5...1.7......46.8.6.9...........8...15..........3.42.......7,325814679194736825867592413719385246482679531536421798643157982971268354258943167,22,0.0
246,....3.8.4...9.872.....7.....75.6....4......1...82.96........39..1.....4..8...4..5,597132864643958721821476539975361482462785913138249657254817396716593248389624175,24,0.0
247,.....6..1.5.....2....78.....35...7..1...7.43...2......5......6.7.95....4..6..3.1.,284356971657419823391782645435128796168975432972634158513847269729561384846293517,23,0.0
248,...9..1...8....3...34.61..5........67..43....5......8....78.2....6.4..7....2...94,625973148187524369934861725842157936769438512513692487491786253256349871378215694,24,0.0
249,.72....4....42...9..8.9...1..12..58......7...79......4....5.39..1.....5.8....3...,972831645136425879548796231361249587284517963795368124627154398413982756859673412,24,0.0
250,.2...59....729...6....3.7..38...1....6.8.....2.1......1....4..9.7.6...58..9......,623475981517298436948136725384921567765843192291567843156384279472619358839752614,24,0.0
251,.743...2......8.....612.53.4......5...5..13........7....8.43.........8..7.1..52.6,174356928253798461896124537417839652625471389389562714968243175542617893731985246,25,0.0
252,2...........9.7...3175.....1...9...37..4..5.....63...2........6583.......26....81,259863417648917235317524698165792843732481569894635172971248356583176924426359781,24,0.0
253,6.........7....4.298.2.........91.474.2..356.....6...1.36.1......9...1.....7...8.,624159378175386492983247615368591247412873569597462831836915724749628153251734986,25,0.0
254,.3.....8.......4.15.9...76.1........9...7..16..45.3.9..1.7.4......6....28.....9..,431267589768359421529841763173926854952478316684513297215794638397685142846132975,24,0.0
255,5...6..1...28....68.1...7..9...23..........98.....41.7.5...2......7..4..4.3.9.6..,549267813372851946861349725987123564134675298625984137756412389298736451413598672,25,0.0
256,...4.8..7.........8...2...353.....8..72...4.......9..2.6..318.......71...4..9.6..,693458217724913568815726943539264781172385496486179352967531824258647139341892675,23,0.0
257,1.....4..8...7....2.5.1...6.1....7....38...9.97......5...4.6..3.......52......1..,197635428836274519245918376618529734453867291972143865721456983384791652569382147,22,0.0
258,.7.25.6..5....6497....3..2.9..8..1.......28...6.7.............415......379...3...,879254631523186497641937528937865142415392876268741359386529714152478963794613285,25,0.0
259,5....1....9..7........365..2..1...7.8.6....9..4.7..6.5..438....32.......6.8...9..,563841729491572386782936514235169478876453192149728635914385267327694851658217943,25,0.0
260,.4.36......957.3.1..7.2....7.2.5....91.....4.........75.......91..7..........9.16,241368975689574321357921864762453198915687243438192657524816739196735482873249516,24,0.0
261,...78..4..61.4..23.....3.6......4.1..3..2....8..37..9...8...5..62.5.8....5..6....,392786145761945823584213967279654318136829754845371692918432576627598431453167289,26,0.0
262,.1.45...2.3....1.8..68......6...4..31......67..4.9......8.4.9.......8..66....5.7.,817459632935762148426831759762184593189523467354697281278346915541978326693215874,25,0.0
263,..38..4...85.9....2....37...4.32...9....1...8.19...5.3.2..........4...1.4..9.2...,163857492785294361294163785548326179372519648619748523827631954936485217451972836,25,0.0
264,..387.4.2.......58.45...1............34..9.....256.....67....34...1........65.9..,913875462276914358845326179681432795534789621792561843167298534359147286428653917,24,0.0
265,...4....1.827......9.2..35....1...626...2....7..8.3.........2....5...1879.......5,536498721182735649497216358843157962651924873729863514374581296265349187918672435,24,0.0
266,.....87..9.....435.5........16..4..3....5..6.....83...53.....24......6..1.87.....,643598712981276435752431896816924573394157268275683941537869124429315687168742359,23,0.0
267,..245..7........8.....1.4395.71.......48....6.8..653......8.1..........4.7...9...,932458671416973285758612439567134928324897516189265347245786193893521764671349852,24,0.0
268,71.6.349..5.1...7..46.....1.8...41.3..7.9..8....3..................5.64...28.1..9,718623495253149876946785231689574123137296584524318967895467312371952648462831759,27,0.0
269,.92.....114.5............5.7.6.2......1...6...8...93.5.....2....6.....27..9.4.58.,592486731143597268678213954756324819931875642284169375817652493465938127329741586,24,0.0
270,8...4...5.9.5...2.1.6........7.5.......3.41....3..68.9.....1.6..69..3..4.4.......,832147695794568321156932487617859243985324176423716859378491562569283714241675938,24,0.0
271,4....3......6.5.....52.1.4.18...6..4.7...49...9......592....13.............7..6..,418973526239645781765281349183596274572814963694327815926458137357162498841739652,23,0.0
272,93.1.......1...3.........46.......5...4.3..6.75.2.6....29..1..7.7.....3.81..9....,932164875641578392587923146268419753194735268753286419329641587476852931815397624,24,0.0
273,.......4....47.52.27..681..3.....46.7...5...9..1.8....5...1...86...29............,165932847839471526274568193358297461726154389491683275542716938613829754987345612,24,0.0
274,1.9.83...3..2....8......2....8.....9..3546.....6...5..54.6....7....1..8....4...9.,129783654364251978785964231458132769973546812216879543541698327692317485837425196,24,0.0
275,7.54....82......59..18.54........34......8..6....6.....8..4627....3...85.37......,765429138248613759391875462826951347174238596953764821589146273412397685637582914,26,0.0
276,697...3....43.....51.6..4.....84..3.15...769.........5........64.....5..2..41..7.,697124358824359167513678429976845231158237694342961785731592846469783512285416973,26,0.0
277,.18.3........8.1.......23.48.9.........7..4...541.39...........63..2.....2.....17,518439726342687195796512384879254631163798452254163978481975263637821549925346817,23,0.0
278,..2.37.....14...9...5...17.......6.27..96.....8.3........2..8.......34.5.9.8....6,942137568671485293835629174319574682724968351586312947157246839268793415493851726,24,0.0
279,..1.9..365............61...7......8.21....7.3...72.4....3.5...9.7.68..2......96..,481597236596238147327461958764913582215846793938725461643152879179684325852379614,25,0.0
280,...1...4..742.3.9.2......7..1.5.4..649.......5..63......83..2..16....7.......75..,859176342674253198231948675317584926496721853582639417748315269165892734923467581,26,0.0
281,..9.....6..8.462......1.549...2.3....73.8..1..4.......5.6..8.7......4..1......6..,429537186158946237367812549981263754673485912245791368596128473732654891814379625,24,0.0
282,...3..5.2..4.218....16...9..69.8..24....5....72...63.......2....1....2..69.1.....,976348512354921867281675493569783124143259678728416359837562941415897236692134785,26,0.0
283,....2.1......9...7......845..2...76.7.5..9..3..6.........7.....94.2.1....3......6,874526139153498627629317845492853761715649283386172594568734912947261358231985476,22,0.0
284,....29...796...4.1......8.6..24............1.....78..5.3..85.4.9.....5..4.7.....8,814629357796853421325147896572461983689532714143978265231785649968314572457296138,24,0.0
285,..3.1..24...63..7...17...6..9.376...7....4..6.5...............8..7....9.82...731.,673519824245638179981742563498376251712854936356291487569123748137485692824967315,26,0.0
286,..5.9.....7......2...5.2.......2..75........4...485.9...9.1.6...3.8.....5..6.3.49,265791438971348562843562917498126375156937284327485196789214653634859721512673849,24,0.0
287,.1.4....9.7.....3...3..5.........4.663..5........79...7..9..28.....18.4...9..21..,518437629472196538963825714295381476637254891184679352741963285326518947859742163,24,0.0
288,.9.........3..8.1265....34.2.........7.32....3.5...9.4...43.......6.723....1....5,192543687743968512658271349269854173471329856385716924826435791514697238937182465,25,0.0
289,.62.....4...71.96.9....31...3...8.51..523..8.....5.......1....6..3.95...51.....9.,162589374348712965957463128236948751475231689891657243789124536623895417514376892,27,0.0
290,35.....9....57...89.4......6..48..1.4......7..79...3..83.6....2...8.......2..4...,357248691261579438984316527623487915418935276579162384835691742746823159192754863,24,0.0
291,....64....8....1..5..8....6..83.......9.812...2.4..63.71...8....9.....6386......9,371964582986532147542817396458326971639781254127459638713698425294175863865243719,26,0.0
292,...6.1....5..8.....83.4......1.9....3....7.8154...3..94.5.....8...56.1........23.,974631852156982347283745916821496573369257481547813629415329768732568194698174235,25,0.0
293,3..5..........3..4.1....9...7..6.13...4....57....814...2.8.7...4.6......9.....3..,348596271692173584715248963879465132164329857253781496521837649436952718987614325,23,0.0
294,.746..91..1...37......8...3..8.......3..41...74...8.5.6.....1....9..28.....7.....,374625918812493765965187423298576341536941287741238659627859134459312876183764592,24,0.0
295,......51.5........7..1...32....7.3..9.54...7...45.1....3...8...4....97..217...6..,893267514521843967746195832182976345965432178374581296639728451458619723217354689,25,0.0
296,.3.5....29.5.3...41.......53..4..5..7...1...8...9.74....1..9..75736............2.,637594182925138764184276935319482576746315298852967413261849357573621849498753621,26,0.0
297,...19..6..7.46.1.8.....2.....8...3......21...7.158....5.6..92.38.......6..2....1.,283197465975463128164852739428976351659321874731584692546719283817235946392648517,26,0.0
298,...75......1..2...7...81....9....56.4..3.7..1......47...8...1..1.5...6429...2...5,649753218581942736723681954897214563456397821312568479268435197135879642974126385,26,0.0
299,.....6.4.1......3...5..97.1.5..92......6....8.3...5.7972.......4.....61......1..3,389716542172584936645329781857192364914637258236845179721463895493258617568971423,24,0.0
300,..8....9797..43...5.1.........3.....1..2..4.......5673..6...9.......7..1...4.1.52,648152397972643518531789246867394125153276489294815673716528934425937861389461752,25,0.0
301,......7.438.5...9.....2..1..1..62....28.5.......9....5....395..6.......3..91...4.,162893754384517692795426318513762489928354167476981235847639521651248973239175846,24,0.0
302,.1...58....9.....48.........9..5...82.8...4.5.7...921....236..9.....7..67.1......,612945837359178624847623951194352768238761495576489213485236179923817546761594382,25,0.0
303,.....93....4..6....28.4..5.7....1..4.1.....7.......2...8..3.......1..963.9.6.27..,567819342934526187128743659759261834312498576846375291681937425275184963493652718,24,0.0
304,..7.23...19..........7...9...2......8...5.7..63....1..7.461......84.9..6.....7...,487923651196845237325761894572194368841356729639278145754612983218439576963587412,23,0.0
305,..6....7.49...18...2......1....3..9.2..1.6..3.48.9....6.3....429..3.........5....,136589274497261835825473961561832497279146583348795126653918742914327658782654319,24,0.0
306,.54.6..1..2.95..4....8....229.......4..3...8...1..9.2..7.2.........3.........4679,954762813823951746716843592295418367467325981381679425578296134649137258132584679,25,0.0
307,.....6.4...3..2.7..7....28.....63...1..9.4..592.7.....547..........8...4......95.,295876143863412579471395286754163892138924765926758431547239618619587324382641957,24,0.0
308,...6...2.5.....63..2...5..479..4.......8.....14.....7.....5.....6.1.8..9.5..3984.,317684925584291637926375184798542361635817492142963578879456213463128759251739846,25,0.0
309,83..........47...........713........7.4..89.2.86.1......31...695..7..8........2.4,837691425651472398942853671395247186714568932286319547423185769569724813178936254,24,0.0
310,...94......4.8.7.96.85.....26.....1.3.....9..4..2......7...6.23....7.8.....4.2...,753941286124683759698527134265794318387165942419238675971856423542379861836412597,24,0.0
311,..2.5....4.1...9...751.8..6..7...6..9..63...........57....7...3......4...3..8..91,692754318481326975375198246247815639958637124163249857824971563719563482536482791,24,0.0
312,.....9.......8..6....7.42.1...91.4.3.98....7......5...6.1...54..2....1.7..5.7....,417629358259183764386754291562917483198342675743865912671238549824596137935471826,24,0.0
313,......2.4.....6....632...89.1..8...7...3.4...32..5.......5.........47...5821.3.4.,157839264298416375463275189615982437879364521324751698746528913931647852582193746,25,0.0
314,..1........783....4....715...4.2....2......6..9.....8.9....5.3..7......6..3..689.,821549673657831429439267158784623915215978364396154287962485731178392546543716892,23,0.0
315,..2...7..65.9..3.19..1...5.5.8.3....3.....849.......3.......274..6..71....13.....,182453796654978321973162458548739612367215849219846537835691274496527183721384965,26,0.0
316,8....2..7..7.1.95....8.....365....4.9....3........4....2.6..5.1...2.7.....4....8.,819352467237416958456879213365721849942583176178964325723648591581297634694135782,23,0.0
317,7.16.29..8..73....32.........81..2...4.....7......6.34..3.9...6..7.4.8...........,751682943894735621326419785538174269642953178179826534283597416967341852415268397,24,0.0
318,.2.....65...7.438.9.......46.15....389.....5.....2.7......4..3.1..3......89......,724813965516794382938652174671589243892437651453126798265941837147368529389275416,24,0.0
319,..85......4....3..256.......7..6...28..2.7........58..62..3.5..1.7.....43....69..,938574216741629385256183749573468192869217453412395867624931578197852634385746921,25,0.0
320,3.4..76..9..3...2.8...1.5.....93.......58.7.4...7.4..5..28.3...4.........1....8..,354297681961358427827416593745931268196582734238764915672843159489125376513679842,25,0.0
321,8....53....3..4...1....9....1.8....2.6.1.385.........358.2.1..4....9..164........,879625341653714289124389675315867492962143857748952163586271934237498516491536728,25,0.0
322,.5.6..8.....5......9...15..3.....2754....6..82.58........7...12......7...384.....,157629843643578921892341567386194275479256138215837496964785312521963784738412659,24,0.0
323,.3....8...498......6....9125..4.71.....2.8.5.3...5.7..7.........8.69.5....6..2...,135926847249871635867345912598467123671238459324159768713584296482693571956712384,26,0.0
324,2.1...4.7....1..8..7.6.....8...23.6.1.4...8.....84...9..9..15.3......94.....36...,261358497943217685578694231895123764134769852726845319689471523317582946452936178,26,0.0
325,641....7........1..2...8..5...4.......321.4....6.8.95.7...5.6.....79..2...2......,641523879385976214927148365298465137573219486416387952739852641864791523152634798,24,0.0
326,...58....7...3.....2....97..8.........2....581.5....9.5....6.27.7..18.....14...6.,914587236756932481823164975487659312392741658165823794548396127679218543231475869,24,0.0
327,.4....5.......8.1.6....1..2..6.123......3.8.9.....9....8....4..29...4.......5.93.,741926583329578614658341792976812345412735869835469271587193426293684157164257938,23,0.0
328,.3.86...7...29.........5...4.....2...13.2.4.9..9....51.583..19.9......4......7..6,135864927847291365692735814476159238513628479289473651758346192961582743324917586,26,0.0
329,..2...4.5.......3.7...5.1....5....9.3.68.....8..67.....3..6..7......2.6.1..7....9,692317485581426937743958126475231698316895742829674513234569871957182364168743259,23,0.0
330,.1....79.6..7..1..2.......53.59..6......68.....8......52..9.34......4..17..8.....,814526793659783124237419865375941682492368517168275439526197348983654271741832956,24,0.0
331,4....1..57......8..5....634....54.2...9.8..4...4..2....8.69.....9......1.....3...,428361795763549182951827634816754329239186547574932816182695473395478261647213958,23,0.0
332,9........728.3..5..5.8.6..9..9.63..7..29.....61..8....26..9.........54.1.3.4.....,946752183728139654351846729489263517572914368613587942264391875897625431135478296,27,0.0
333,.7..9.6......28..9..1.....5......2..4...1....2.6..4.3....43..7..5........8.7.6...,873195624645328719921647385518963247437812956296574831162439578759281463384756192,22,0.0
334,..1.5..744...29.617.8..............2.39..6...2..3..6....7....43........55....2.9.,921658374453729861768143529846571932139286457275394618687915243392467185514832796,25,0.0
335,..72..6.32..8..5.9...5......5...9.3..4.......981.67....6....3...74.1..6.....5....,517294683236871549498536721752489136643125978981367254165748392374912865829653417,25,0.0
336,9...........49..358..53.....53.1.49.1.......2.6.7.4....8....3....2......3...82.6.,935821647621497835874536219753218496148369752269754183486975321512643978397182564,25,0.0
337,5.89.......7....1......1.4.6...2.7..8.......42..8...3...43.2.......842.9...1...6.,518946372427538916396271845631425798879613524245897631954362187163784259782159463,24,0.0
338,239.........1..7.4......5...6...........7.8.9.87.4.......59.32...6..4.7..1..3....,239457681658129734741368592963812457425673819187945263874591326396284175512736948,23,0.0
339,.1.....9.3....5.2.67.8...4.....1.3.2..753...8...7....1...98....452......8........,215347896384695127679821543568419372147532968923768451736984215452173689891256734,24,0.0
340,......6..745.8......3.9..5245.1..2.....84..31......5.75....6...12......6....7....,982513674745682319613794852459137268276845931831269547597426183124358796368971425,25,0.0
341,....8..4.3...4...61.2....7......751..1.4.........364..497..8...6......5.....9....,756281349389745126142963875964827513813459267275136498497518632628374951531692784,23,0.0
342,...57...1..........1..647.....21..39..8.9..47.....86..12.......45.6...2.9........,839572461674183295512964783745216839268395147391748652126859374457631928983427516,24,0.0
343,3....8..5..5....7.217..3..9.....1.3.4.327...........2.....34.......1..52.5..9.6..,349768215685129374217453869572981436463275198198346527926534781834617952751892643,25,0.0
344,.....9.2.3........1.....7.6.7.5..2..59.1.3........6.8..3..8.....4.9..16.6....7..4,867359421324761859159842736476598213598123647213476985931684572742935168685217394,24,0.0
345,..6529..............3....675....19.....75..........43....9..8.69524..............,176529348845367129293814567538641972429753681761298435314972856952486713687135294,21,0.0
346,643..............9..1.3...656...18....9.5..1....9..7...943.6....7....6.4....8...7,643592178287164359951837246562741893739658412418923765894376521375219684126485937,25,0.0
347,.1.......4.5..6...2......5...13.......756.....8...2.931......72.4....51..7...8.4.,718935264495826137236471958961384725327569481584712693159643872843297516672158349,24,0.0
348,5..1...8...684....9......57..2.1..........918........5.5...71.96.7.9..3.4........,543179286726845391981362457892516743365724918174983625258437169617298534439651872,24,0.0
349,.....37..27...4...1...9......6.1.5..95......6....7...3...........9..82..8.154..6.,694283751273154698185796432736819524958432176412675983367921845549368217821547369,23,0.0
350,56.2..9....3.9....8..3....4.1.....5....4......9...362.9......8....1..3......657.9,567241938143698572829357164312986457675412893498573621951734286786129345234865719,24,0.0
351,1..2......7..5..42.69.....74......36....92......8....4.3...9.........49..54.7....,145267389873951642269384517428715936316492758597836124632549871781623495954178263,23,0.0
352,..8...2.....2.5...54....19....3..85...1.......7....4.26...2.7...3.......48..79...,768194235193285647542736198924317856851462973376958412619523784237841569485679321,23,0.0
353,7......1......59.......12.837...4...8.52...9.2.9...7.4..47....5.......866...28...,798642513162385947453971268376194852845237691219856734984763125527419386631528479,26,0.0
354,..1.....6.346.2.5.5..4..1...1......7....6.4.2..9..468........2......7..8.452.....,891573246734612859562498173416825397358769412279134685687351924123947568945286731,25,0.0
355,.......854..3.2.6...3.............9..5...6.24.174......72...65..3.1............49,726941385481352967593678412648523791359716824217489536172894653934165278865237149,23,0.0
356,92.........5.......4.76......3..78.17.8....9....4..6.51.........3.64..5.....3...9,927318546685294713341765982463957821758126394219483675196572438832649157574831269,23,0.0
357,2.9........6...382.1..3.......4....1...15.267....7..9.574.....9.216......6....5..,239768145746591382815234976697423851483159267152876493574382619921645738368917524,26,0.0
358,....92.5.2.61.4........3....5......6.41.....3.38..1......5..79..7..8..62...4...8.,314792658286154937597863241752938416941675823638241579823516794475389162169427385,25,0.0
359,..5......69....2....45..8.7.....8..59...2..1....7...9...1..63......1....8...43.6.,735182946698374251214569837173698425986425713542731698421856379369217584857943162,23,0.0
360,.3..4....2......5.41.6....9.....8....4...93.7...3..82.......9..5..19....1.8..5.7.,936547182287931456415682739362718594841259367759364821624873915573196248198425673,24,0.0
361,3.6...72..1.....8.4..15..6....2..6.........4.8..5....9.7....1...6..12...98.3..2..,356498721719623485428157963135249678697831542842576319274985136563712894981364257,25,0.0
362,..1.7.84...4.......5...1...1..8..2......2.4.5.9...6..3..2..8......6.3...9.......1,621375849834962157759481362145837296376129485298546713562718934417693528983254671,22,0.0
363,34..7.....2...41........89.8....62..4.5...3.........56.9.3.....7....26.......5.81,348179562629854173157623894873516249465297318912438756596381427781942635234765981,24,0.0
364,4..3...2....1.....97......686...4..92....8......5....7.....291.....4......28196..,416397528523186794978425136861274359257938461349561287684752913195643872732819645,24,0.0
365,.......82.....517..327.......9..1....6.5......4.....9.751....2...4.....33...967..,517964382486325179932718465279641538863579241145832697751483926694257813328196754,24,0.0
366,1..8.6..429.....7.4....96.....5....3.....38....9..4..6......327..7......85...2...,173826594296345178485179632618597243742613859539284716961458327327961485854732961,24,0.0
