id,puzzle,solution,clues,difficulty
183,.2.....839..1.....143..5..9..136...43...72..8...5.4....67....3....7..2..41....8..,725496183986137425143825769271368954354972618698514372867249531539781246412653897,28,1.8
184,4..9..12.9...4..3...1..7.4....28..76.6.71........9...8....6......4..3...3.28....1,456938127927641835831527649193284576268715394745396218519462783684173952372859461,26,1.0
185,.3....6.9..1.83....6..143......4...7......1.2.74..5......7..9..9......2...68....3,438572619591683274267914385623148597859367142174295836342751968985436721716829453,24,1.1
186,3..6..84...5.1.....4...53...7..8..964.9...1.7.1.......65...2.....8......2.....9..,321679845985314672746825319573481296469253187812967453654192738198736524237548961,24,1.2
187,..23....49..............35887............4...1...9...32.91....5.1.4.7.......564..,752368194938541276461279358875632941693814527124795683249183765516427839387956412,23,1.8
188,1.2....5..7..9..2....1.......47..6.33......4.7...38....2..1..8.4...86.....6..9..5,132647859675893124948125367284751693351962748769438512527314986493586271816279435,25,1.7
189,....865.3..3.......7....9...5.......6.....2..9.273...5....5.....4.92..8.2.....6.4,129486573463597821875312946354269718687145239912738465738654192546921387291873654,23,1.6
190,28......3...7..........67523...5.4.8..9.6.3.77......2.52...........4.....91..58..,287514693965723184134896752312957468859462317746381529523678941678149235491235876,25,2.0
191,....1...9.7..3.61..1.....787..8.943............2147...9.76.5..4..6.......5.....9.,623718549578934612419562378765829431194356287382147965937685124846291753251473896,26,1.0
192,..25.74...9..........1..75.9......6.4.....5.8.67.5....6...7491.....9...2...6.....,132587496795346281846129753958712364421963578367458129683274915574891632219635847,24,2.0
193,.........2.........7.98..1....3.78.....5...626.1...9....51...3.8..7..4.5.63.5....,154273689298614573376985214529367841487591362631842957945128736812736495763459128,24,1.3
194,.9..4.5..26.7.......7..1...3.9...1...51.2...9......4.....28.9......9.8.4...5...3.,193642578264758391587931246349875162651423789872169453436287915715396824928514637,24,1.6
195,..4....8...2.....7.8..196....85.23.1..7..4........6..54.6...7.....4.8.........59.,174625983692843157385719642948572361567134829213986475456291738739458216821367594,24,1.5
196,5..19.......5.38........61...4...2.11......6...3..8......3..4....7825..9........2,586194723721563894349782615874936251192457368653218947215379486467825139938641572,23,1.7
197,3..48..5..2...31.....9.......2....6.61.......8...5.3.......5...7...6...4..58.293.,376481259928573146154926873532194768617238495849657312293745681781369524465812937,24,2.0
198,5.....4..1.6..2....3..4.61.2..3.7.....1.8........1.97.7.5...34......9251.......9.,527631489146892735938745612289357164671984523354216978795128346863479251412563897,26,1.2
199,.6......2.2...5...4..7....5.1...45735...8.12..9......8..9.5.....31..9...7..36....,965418732127935864483726915816294573574683129392571648249157386631849257758362491,26,1.6
200,.....45..3..8.7..1.......7.41....9....9.4...2.739....5..6.8.....9.....37..5.63...,987134526362857491541692378418275963659348712273916845136789254894521637725463189,25,1.7
201,.2....48.8...9.1...5...63..1......4...6.1.57..........9.2.5...8......91.6...37...,329571486867493125451826397193765842246318579785249631932154768574682913618937254,24,1.3
202,..3.8.....6......7..1.46.....6.....2..7..5......9..31......3.7.5..4..1...28.7..9.,943782561862159437751346289196834752237615948485927316614293875579468123328571694,23,1.6
203,....2...32...7.....7.....58..3.....14..9.7......3..86......5.4.5....4786.2.......,645128973238579614179463258783652491416987325952341867367895142591234786824716539,23,1.2
204,....8........19..........8..2...1.....6.4..1..976.84..47..2.3....3.....98...7..5.,645387192738219546912456783524791638386542917197638425479825361253164879861973254,23,1.4
205,..8......263.9...59..785...5......2...9..4.7....97.4.1.....3.69........88..2.....,758326194263491785914785632547138926129654873386972451475813269692547318831269547,25,1.1
206,.8....9.....34...84..9.2..3.6....8....7.....5.19....2.3.....27..7..1......5...3.4,783651942921347658456982713564129837237864195819735426348596271672413589195278364,24,1.6
207,.695.1............72....34...4.2.9.8.....32.6.7...5...8..6...17.4....6.....1.....,469531782183274569725968341314726958598413276276895134832659417941387625657142893,24,1.4
208,.7.6.4.1......2..5.9.......3..4..9.....5...4...29.7...5...6.8...28...3......1..74,873654219614892735295173468351426987789531642462987153547369821128745396936218574,24,1.0
209,9....6.14........8.....27.62....4...4.63..5.....5....7.7..9....5..281....8.......,928756314764913258315842796257164839496378521831529467673495182549281673182637945,23,1.1
210,8..9.....6.....2.5...7..1.4.1.64..5...6.1.4..2....9........4.3....16.7...5..7.6..,824951367671483295935726184318647952596218473247539816762894531483165729159372648,25,1.4
211,3..2.....5.7.8..64.....395.6.....4.5..4.....88..9...1..65....4..........7.23..6..,349265871527189364186473952671832495294516738853947216965728143438691527712354689,25,1.0
212,.2.3...59.5.9........5...31..8...7....2.6.4...9.84....94.............1..6..1.5...,124376859356918247879524631468259713512763498793841562941682375235497186687135924,23,1.5
213,.....2..7.3.....8.4.1.7....9......321..84..5....6........3.......5...74..6...18..,658432917739165284421978365986517432172843659543629178817394526395286741264751893,22,1.2
214,....72..12....49..6.73....4....2...3.72.......8.....599...3...7...14.3....6..8..5,894572631235614978617389524569821743472953186183467259941235867758146392326798415,26,1.4
215,.7..........32.9...3.9..8578...35..29..8....46.......8.5...214.....4.....9...3...,179658423584327961236914857817435692923876514645291738358762149762149385491583276,25,2.0
216,...8...57..47.9...2.5........861.....9.5...21...2..43.7.....8.265....7...........,169824357834759216275136984428613579397548621516297438741365892652981743983472165,24,1.1
217,..5.2...3.9.5.......6....7.16.7........4.....7....16......84.3.4.2.....5..71..8..,875629413394517286216348579169752348528436791743891652651284937482973165937165824,23,1.7
218,....7...5...9...635.2........463.89.8.6..51........6.........2..3..91....1..8....,369178245481952763572346918154637892896425137723819654948763521237591486615284379,23,1.8
219,.......35...6.......1.9.4868.3...25.51.......6..17.....8..56........1.2.3...87...,268714935495638172731592486873469251519823764624175893182956347957341628346287519,25,1.0
220,6.1..5.9....49..6.4.....3.8...8.4....3.17.5.......6.....56...17746......9.......5,681325794573498162492761358167854923839172546254936871325689417746513289918247635,26,1.9
221,5...81.....1....6.....6..839...35...7............4.2...431....6.6..72..8.5.....2.,596381742381724569472569183924835617735216894618947235243158976169472358857693421,24,1.0
222,..5...34..3.5......1..9....2..34..9......5.....9.....2.4..1..2..27.3.1.......7..8,985172346632584971714693285261348597378925614459761832546819723827436159193257468,23,1.8
223,....38....6....5.3.3....4..5..1...786.........1.7.4..9....25....4..9..1.7.54...9.,451238967867941523932576481594162378678359142213784659189625734346897215725413896,25,1.2
224,....3.5....948..7......5...5.......468.2....3.9....7..1..9.4..8....2.6..865......,416732589359486271728195436537619824684257193291843765172964358943528617865371942,24,1.4
225,..75....93...2........6.8...92....4.6......5......3..1.49..8.16283..4............,427581639368429175915367824892156743631742958754893261549278316283614597176935482,23,1.1
226,.4........7.28.4......951.89..1.3..........5..2..4......3.179..8.7.3....2..9...3.,148376295579281463632495178985163742314728659726549381453817926897632514261954837,25,1.7
227,9......2.....6.5....3..1.4.45.3.79.2..........78.....3....14.....45..7.8.....9.15,946758321127463589583291647451387962369125874278946153795814236614532798832679415,25,1.8
228,1...5...9.....95......7..6.6..8..9...4.7.....51....4..3......9..2.4...7.4....81.5,186253749734689512259174368673842951948715236512936487361527894825491673497368125,24,1.2
229,5....2..8...7.824...2.......4..89.....1.6.7...5...7......1..3.9....5..6.62.......,574692138169738245832541697746289513291365784358417926485126379917853462623974851,23,1.2
230,2.....7...7..3.....4..91.......12.8.....74........31.2.9..2.8......8537.5......4.,239546718175238964648791523953612487812974635764853192391427856426185379587369241,24,1.1
231,.43.7.....7..36.1.8.612...............1..5..9......7232.......17....25...98......,143879652972536418856124397487293165321765849569418723235647981714982536698351274,24,2.0
232,5....2...2.....4....3..487..1.....469..........598....45..687.........1.1...9.6..,584672391271839465693514872817325946926741583345986127452168739769453218138297654,24,1.8
233,.....3......58.6.9.9.....7..3...2...159...3..2......4.3...9.7........5.38.2.4....,768923451421587639593461278634152897159874362287639145315296784946718523872345916,23,1.6
234,.....75..128....3.......46.....6...8.7...83...6.9.4......5..6....5.1....24.73....,496327581128645937357891462514263798972158346863974125739582614685419273241736859,24,2.0
235,.4.....79.....3...5...9.23171..32.9.4..1....8.5...7..2.2..........8......9......4,341258679269713845587694231718532496432169758956487312623941587174825963895376124,24,1.9
236,276..4..94..3...51.5..2.6.....2..5..6.9.....7.4..........5...988...1......7..3...,276154389498376251351928674783291546619435827542687913134562798865719432927843165,25,1.3
237,4.......9....3..1...51.2......79..35..1..38.........9.1.2..84.......465..5.....2.,413675289627839514985142367248796135791523846536481792162958473379214658854367921,24,1.1
238,.1..8...9.2....7..6.51..43.............92..5..915....8...85....7......932...3....,417283569923465781685197432542378916876921354391546278139854627754612893268739145,24,1.3
239,7..1.3.4...3.82.....26..3........2....13....482....75........1.......8.62.4.5....,768193542453782169192645378349567281571328694826914753687239415935471826214856937,24,1.6
240,.......8..1...67.4249...1..9...2.6..8.......1.218..4...5...13.2....5.......4..96.,376214589518396724249578136934125678865743291721869453657981342493652817182437965,26,1.9
241,.13.5...9.......359.....2..8..62....6...1..4..9.4...7.........1..6..482.....82...,413256789267849135985371264874625913632917548591438672728563491356194827149782356,24,1.3
242,..9....4.2...3..9.....9..85..82..15.7....6......5....68.7...51.........3..246...8,189657342256834791473192685638249157745316829921578436867923514594781263312465978,25,1.9
243,..3..7...9...6.....4.52.98..8....1.....2.6.7..941...2..2.7....58.1.......3....8..,263897541958461732147523986682974153315286479794135628426718395871359264539642817,25,1.5
244,.9.83.7...3...9........5..184.9.2...6..4..9..3...............6...7....5.1..68....,591836742234179586786245391845912637672453918319768425428597163967321854153684279,22,1.6
245,.3.7.....1...........9..21.......9...8...57..2..61..5...32....6.7...8..44.6...5..,934721685127586439658943217765832941381495762249617853893254176572168394416379528,23,1.8
246,....1..7...643.8...24..6..59.28.5.6.....2...3.....1......2...........73...8.4...2,893512674516437829724986315932875461187624953465391287371269548249158736658743192,24,1.8
247,...91.......8.....96..7.83..3.2.7.8.8.2.514..5..........7.8....14...25..6......2.,728913654354826917961574832436297185872351469519648273297185346143762598685439721,26,1.7
248,...5....7...4.1.6...4.98....12........71.5.94..8.6...5.9.....181.....659......3..,831526947259471863674398521512934786367185294948762135796253418123847659485619372,26,1.2
249,..6.9..2..5..8....12..5.3....8.25..9.....3.759....6...........1.7..6.9.........38,846391527357284196129657384738425619264913875915876243582739461473168952691542738,24,1.4
250,.5..2...7..6..7....7...8.62...1.49..........86.4......9.1...5....5..61..4...9..3.,358629417246317895179458362827164953513972648694835271961783524735246189482591736,24,1.0
251,5.71..........2.7..1..74.....6...3.9..2..6..714......8..5......72.58..........8.1,597138246468952173213674985876415329352896417149723568685341792721589634934267851,24,1.2
252,..39...542.7.........1...6.8...9......5.1.4.7...8....1....489.2..1...5..4........,163982754297465138548173269814397625935216487672854391356748912781629543429531876,23,1.2
253,...12.........67...7...8.96...5.96.4..3...2...8..............7.2.9.714..8......39,396127548548396721172458396721539684953684217684712953415963872239871465867245139,24,1.1
254,.......93123.9...7..6..4..5..........7.......462.391......1..29.5.27.....1....6..,845167293123895467796324815589641732371582946462739158637418529954276381218953674,25,2.0
255,..16..2...3.2.....4...3..65.5..7.1..28....79.........28..9...2.7.......4....41...,971654238635289471428137965359872146286415793147396852814963527793528614562741389,24,1.2
256,.52..4.......79.1.91.........4.1.2..8...5..........6381..7..34...3...5.....5.2...,752184963346279815918365724634918257827653491591427638185796342263841579479532186,24,1.5
257,......3......4...69..3.7.4..6753...9..81..........453.23.7............62.84...1..,745628391823941756916357248467532819358179624192864537239716485571483962684295173,25,1.3
258,..53..84..24..53..6............2....59..8..7.......1........7....31.6.2..81..2.6.,175369842924875316638214597817923654596481273342657189269548731753196428481732965,24,1.6
259,.4.78...5.97...4....8.3....1......2.4....7....2...186......2.89......7....54.....,341786295697125438258934671173568924486297153529341867734612589912853746865479312,23,1.5
260,4..1.......13.9..2...7...69....4...78.........5..7.234..9.....3...89..5.3....64..,498162375761359842235784169923641587874235916156978234589417623642893751317526498,25,1.1
261,....53.98.1.6...4...5..27.......9........652.2..7....118..9...4.42....5..........,724153698913678245865942713371529486498316527256784931187295364642837159539461872,24,1.8
262,..3.2........9.2..6....5.....75..9.......6.4.5.....716.8.94...5.......3..168.....,473628159851397264629415387167534928298176543534289716382941675945762831716853492,23,1.7
263,..4......3...28.1.2.1.....4.4...67..9...728.......59....5......4.....528..6..3...,564731289397428615281569374148396752953172846672845931725984163439617528816253497,24,2.0
264,.18.....2.2..7.3.........68.8....5.6.6..........4...3.65.....7.2...5.8.9..421....,718563492926874315345192768487931526163725984592486137659348271231657849874219653,24,1.7
265,.5..4.2..8....6...9...3.8....3...74...6...9.....9....5.6...4........2...1286.5..9,651849273837526194942731856593268741716453982284917365369184527475392618128675439,24,1.2
266,.8...2.....9..84.26.2.3....4.8...73.....7.1.....4.....3........541.....8.9...3.5.,184762593739518462652934817418625739265379184973481625326857941541296378897143256,24,1.8
267,1......3.2..9..4.5..7...6......4.36.7..........9...5...5...9...84.3.7...........6,195624837236978415487135692518742369764593128329816574651289743842367951973451286,21,2.0
268,76......5.1..86..7...5.....9.1...2..3..24..8.....3..4...8.6...4......35.27.......,769124835512386497483597612941658273357249186826731549138965724694872351275413968,24,2.0
269,....4..56..62..9...5.......1.......32.98..4...6..1.........7.....3...72.9..38.51.,892743156436251987751968342145672893279835461368419275584127639613594728927386514,24,1.9
270,....825.7....9..3....4.61.2...73.....425.....57......98.7.6.......94..21.........,461382597728195634935476182189734256642519378573628419817263945356947821294851763,25,1.0
271,.2..7...67....4..946...21....6.8...5...5..7...14...6...3.76.5.1...1.9.....8......,921873456785614329463952178376481295892536714514297683239768541657149832148325967,26,1.0
272,.4.9...18.27.3.5...5.1.....8...4...3........5.....7.2..9....3.66.3..1..4.....6...,346975218127438569958162437815249673762813945439657821291784356683521794574396182,24,1.6
273,46....2..2.......5..51..9..............29...7.43....5......3.....6...12....74..9.,469375281231489765785162943627534819518296437943817652194623578376958124852741396,21,1.3
274,..19.7.2..2..5....79.....1............48...7.8.....2415.6..2....1..64..7......3..,681947523423156798795283416162479835354821679879635241536792184218364957947518362,24,1.6
275,....7.3......6.....68..5...3.6..4.9....1.2..42...5...8.34....7...5...4...8...65..,592471386473968152168235947316784295857192634249653718634529871925817463781346529,24,2.0
276,........6..3....4.75..2..1..7..6.1..5.9..48...8..1....62.9..5.....2.5.8..9.......,241398756963157248758426913472869135519734862386512497624983571137245689895671324,24,1.4
277,.....3..1.9......43.4....7.7.89...........6.....1..9.5.1.35....572.........6...4.,267493851195728364384516279728965413951234687643187925416352798572849136839671542,22,1.4
278,7..6...3...5..1....8.3......9.1.....236....5.....7..9.4....98.6.....6....1.72.3..,741682539365941287982357164897165423236894751154273698423519876578436912619728345,24,1.7
279,....45..8..2.3...963.....7.7.........9.6.........18.2...5.....2.8....74...7..13..,971245638852736419634189275718924563293657184546318927165473892389562741427891356,23,1.5
280,..3....7....6..45.5.....6.1........3......59.97.43.2.....97...462...4...8..2.....,163548972792613458584729631256897143438162597971435286315976824629384715847251369,24,1.8
281,.84.2...5..5....3.7...6......8.7...3..34..869.9.........67..3.......6.4.....3..52,684329175215847936739561284168975423573412869492683517826754391351296748947138652,25,1.9
282,.9...347..42...3...7......9....37.1.............4.6....8..1..6.6....8..1..32..9.5,195623478842791356376845129468937512537182694921456837284519763659378241713264985,24,2.0
283,..1.7.4...........6..28...7.1....5.8249..5....3...6..9......81...4..2....9......3,921573486478691352653284197716429538249835761835716249362957814184362975597148623,23,1.1
284,..4..5...8......53...6.8..1.7.....62...7.2.38.8.4.......9...2...53..6.8.2...7....,694315827821947653537628941475839162916752438382461579749583216153296784268174395,25,1.6
285,..7...........58......61.345.264..9.9..8...2..41......8...2..5....5..38..1..3....,457382619163495872298761534582647193976813425341259768834126957629574381715938246,25,1.8
286,.183.......3.7....4...5....1...6.57...6.....2....8...13......8...2..8346...92...5,518394627623871954497256138189462573746135892235789461351647289972518346864923715,25,1.3
287,3....5.2.8.4.6......642..1....3..8......564..7.........8..4..7.6....154...5......,317895624824167953956423718562374891198256437743918265281549376639781542475632189,24,1.1
288,.7..5..2.1..26.5...957....19..1......6..9.3..817....6.....7...875...4.....8....5.,376451829184269573295738641943126785562897314817543962429675138751384296638912457,27,1.1
289,.6.923.4.79............6..1..3.8...4.51..4.3....5....64...6.......3...5.....78...,168923745794851362532746981623187594851694237947532816489265173276319458315478629,24,1.8
290,..4.6........2.8...65.8..71...9.....2.9...5......3...........47.1.8..6.99....3.5.,824167935197325864365489271576912483239748516481536792658291347713854629942673158,23,2.0
291,9.5..2..3.2.4......7..1....1....8.......5.3.....1..2.5.......7...9.81...3..67..58,915862743826437591473915826154328967298756314637194285581243679769581432342679158,24,1.8
292,.....4.2..9..3.5....718..........26.9...7.....8.6...41..54..6.21...9..5..........,513964827698732514247185936751348269964271385382659741875413692126897453439526178,23,1.9
293,4...2.7...8.7..1.43..9...6....8.7.....9..4.8..643.......71.......5.....92....96.7,451628793986735124372941568513897246729564381864312975697183452145276839238459617,26,1.8
294,.52.47...1..........7..5...8.6....9....3.6.755..8..1.....5..31.6...2.....21..8...,352947681169283754487615239876152493214396875593874126748569312635721948921438567,25,1.9
295,4.59......28...........4.27.84.....6....2...3....319.....76.3.8.7.....5......5...,465972831728316495139854627384597216691428573257631984512769348876243159943185762,23,1.4
296,2.5.....4..7.5.....6..4...9......5.2.....3.9..14...8..38.5.7.......6.1....13.9...,295138674437956218168742359873491562526873491914625837382517946759264183641389725,24,1.1
297,8..96.5....73..6.15...4......6..5......1...2...9...17...........8...43...3.6..217,814967532297358641563241798126475983758193426349826175971532864682714359435689217,25,1.4
298,.57.1.9....6.8.2..........7982.6..3...1..8...6..37........34.714.3657..9.........,257413986136789245894526317982165734371948562645372198529834671413657829768291453,28,1.1
299,..6.......1...3.2448..153........65...8.........598....5.9...82.....4.9.6..7....1,236849175915673824487215369192437658578126943364598217753961482821354796649782531,25,1.9
300,..97.641..5.....8.46..21.5......46..6...8.7..5.7......9.....5..........82....3...,829756413751439286463821957382174695614985732597362841936218574145697328278543169,24,1.0
301,6....21.8.3...7..4.......2...4983....6....2..7.8..1.....3.1.45..26....9.........3,675492138832157964491638725214983576369574281758261349983716452126345897547829613,25,1.9
302,.......4...2.34..11..6....7.3...6.......5.9...9..1.8.4..15..3..7..3.....4....1..8,368175249572934681149628537837496152614852973295713864981547326726389415453261798,24,1.8
303,5....4.7...4.....3.....15.4...9.........26..8.1..7..9....39....48.6.....95.1.73..,536284971174569823829731564248915637397426158615873492761398245483652719952147386,25,1.0
304,6..7......2.4.1.697..9.5.......9....8......515....43.........1....8...95.3...6...,691732584325481769784965132213598476846327951579614328458279613167843295932156847,23,1.0
305,.1......5..93......5.7.16.....4859..7.2...4........8......1..8.5..8.4...42...7..3,817649325269358147354721698136485972782193456945276831693512784571834269428967513,25,1.9
306,8.94.3..1.1.9.7.6.4...1.3......5..2........73...7..4.96.5.........3.8.......9..3.,829463751513987264476512398347159826961824573258736419635241987192378645784695132,25,2.0
307,..418...3.....9......46....67....13.....5.7...3...826...9.42.5..........25....3.9,564187923183529476792463581678294135421356798935718264319642857847935612256871349,25,1.6
308,2....5.7.17....6..........4..83.24.6...5..8.........57....6..93.8.9..2..4.1......,234685971175439682869721534958372416713546829642198357527864193386917245491253768,24,1.2
309,5.873.96......9....91....3..8......13..2..87......6..4..64........8......2...5.1.,548731962763529148291648735684357291315294876972186354136472589459813627827965413,24,1.3
310,...4..1.547...6.9...5.7.2..5....2..3.6...17..31......6....1...........2..8.5..4.7,623498175471256398895173264547962813968341752312785946234617589759834621186529437,25,1.2
311,...4..6.7..3.7....7...16..4......5413.1.....9.4...8...5..8..1........7.51.2....3.,219483657463275918758916324897362541321547869645198273576834192934621785182759436,25,1.6
312,..5.7.....72..8........361..5.....42124.8.7...9...........3.......7....4.4.9...5.,315679428672418935489523617856197342124385796793246581561834279938752164247961853,23,1.6
313,.98.......6....537..26..1.....1.26......5......583.9..7.9..34852.........5.....6.,598371246164928537372645198487192653931756824625834971719263485246587319853419762,26,1.5
314,6.9........2.956......3..8.9....8.1..6..1...3..1.....5.86.....2...17.3..57.....4.,639842571812795634457631289925368417768514923341927865186453792294176358573289146,25,1.6
315,.7......5......6.89.27......21....5...5..639....1.3...28..4........3......49.25..,678314925413295678952768413321479856745826391869153742286547139597631284134982567,24,1.8
316,.8..1.....734..8.9...7.......583.7........5....6...94.....24....37...6..9....64..,684915273173462859529783164245839716798641532316257948861524397437198625952376481,24,2.0
317,98...2..5...........1..9.3749.....5..63.57.4...7............4.....9.3.7..7.2..963,984732615732165894651489237498321756263857149517694328329576481846913572175248963,26,1.0
318,.1....976..7.9...24..1.......6.......4..1...38.5.7..6..7..68.4.......831.........,213584976587693412469127358196835724742916583835472169971368245624759831358241697,24,1.1
319,..1.97.............2...54696..5..934....39.76....1.8....4.....793..7.5.........2.,461397285598264713723185469617528934852439176349716852284651397936872541175943628,26,1.7
320,..28.5...5....3....3842....2...8.9....1..2.86...6.12...........3......45894.6....,612875394547193628938426517263784951751932486489651273125348769376219845894567132,26,1.2
321,8....4....9..35...1.62.....687...1....2.......5.97...656......4......38.....4.7.9,825764931794135628136289457687453192942816573351972846568397214479621385213548769,25,1.9
322,63.2....8.....5.2........4.3..7.9..48.9....1..5......7.1..46...4..1...8...5.3....,631274598947385126582961743326719854879453612154628937218546379463197285795832461,24,1.3
323,....58...8..9.3.1.......7.6..8.1.4..3...2..9..7.........2....746..2........63.5.8,126758943847963215953142786298316457365427891471589362532891674684275139719634528,24,1.9
324,6..39...7.32.659...........7....4.6...5...8....92..5......4...8.5.9.6..3....8....,684391257132765984597428136721854369345619872869237541916543728258976413473182695,24,1.8
325,.149.2..6......7...32..1..99...6.3.1.6....94...5..3....9....8..2..3....43....7...,714982536859634712632571489927468351163725948485193627591246873278359164346817295,26,2.0
326,..13..9...5..7..3......8.....7...35.....37....24.....1..5.2..4......1.85...8....6,281345967659172834473968512967214358518637429324589671895726143736491285142853796,23,1.7
327,5....4.8..786...419.....57..5.4.6..97.6.....3....1.4..3..2.......7...1...8..5....,561974382278635941934821576153486729746592813892713465315248697427369158689157234,26,1.4
328,.2.1.....1.4..56...874.6..97...........7....4..2....5..3....4..2.6.9..7...138....,623179845194825637587436219759643182318752964462918753835267491246591378971384526,25,1.6
329,......2354.....8.9..1.5......8.32......7.1...74.........3..9.27.7...4.9.5........,869147235457326819321958674918432756635781942742695381183569427276814593594273168,23,1.9
330,526..7...97..........5.6..9...82...4.41.....6.....1.8....7...1......897..1...95.2,526497831973182465184536729637825194841973256259641387392754618465218973718369542,26,1.0
331,...1........548.6.2....3......8..37.9.4.....1......4....6...7..38...9.5647....1.3,648192537713548962259763814165824379924357681837916425596231748381479256472685193,25,1.1
332,.6.2.4....3....87....18..2.....4.285..1.....98....2.4...6.....3.8...74..5........,968274531132596874754183926673941285241758369895362147416825793389617452527439618,24,1.2
333,.1...5....87.6.......7...59...8....5.4.....6.....4.1....95....7.54.8......1.7...2,913425786587369214462718359176893425248157963395246178629531847754982631831674592,23,1.2
334,.6.4..7...32.864..8...2.1....3..8....1......3..5.4....72...16................9.5.,569413728132786495874925136693158274417692583285347961728531649956874312341269857,23,1.8
335,86.4......79..2..4....5.1.......4..76.........4.2..6.34....581.....6.3...9.......,865471932179382564324956178953614287682537491741298653436725819217869345598143726,23,1.6
336,.5.6....7.......98..9.85.2..7.5.2..6..37..2..6..89.............2.....184136......,358629417462173598719485623971532846843761259625894731584917362297356184136248975,26,1.2
337,.8......3..6...2...125..6.7.....7.8...7493.....3..8..9......72...5......67...4.5.,789642513546731298312589647491267385857493162263158479934815726125976834678324951,25,1.1
338,6...7......4....5..8..123...4.....8.3.2.....1.....6..51...59.26..........3.241...,653874912214693857789512364541927683362485791897136245178359426425768139936241578,24,2.0
339,3.......8.6..159...78.3..647..2......94..1.5..............6..139...5.8....6......,319674528462815937578932164735296481694781352281543679857469213923157846146328795,24,1.5
340,.2..1..5.9..37.....5...643....8...69.....38..6..1..54..8.6.41..........4.9.....2.,327418956964375218851926437175842369249563871638197542782654193516239784493781625,26,1.7
341,16..2.5...7.............68...3.7...48......6..9.....3....4.2..964...98....1..83..,168924573572683491439517682213876954854391267796245138385462719647139825921758346,24,1.4
342,..82....46....79....5..61...4.......37....4.8.5..8.79...4623.......1..5......9...,798231564631547982425896137846972315379165428152384796514623879967418253283759641,25,1.5
343,......84...1...2.5.5......6276........5..9..4.....2.7....7.......2.9...15.784..9.,623915847791468235458237916276354189385179624914682573139726458842593761567841392,24,1.7
344,...3...78.3....54.67......3..2..3.8.3...8.1...4.5..7.6....27.5..2..5....9........,254319678139768542678245913562173489397486125841592736486927351723651894915834267,25,1.4
345,.6.....71....34...2....8.......5.7.6.72.834.......9.8.1........5.......2.8..9..5.,364925871758134629291768534843251796972683415615479283129547368537816942486392157,23,2.0
346,.1.4....8...56.....2...85....3...6.49...1..3.1...4.............39...68..8..9..14.,615429378738561429429738561583297614946815237172643985251384796394176852867952143,24,1.3
347,1.5.3..........21..76..9......1....5....57.98....4......32..6...5.4.6..2.......4.,145732986839564217276819354984123765312657498567948123493285671751496832628371549,23,1.2
348,.8.1.9.......7..4..9....5...6..9...5.....3..6.176...8...82.5.....186..7...3......,285149367136578942794326518862491735549783126317652489478235691951864273623917854,24,1.3
349,..76..5...4......95..8.........5....4.3..2....1..46.9.3.1..9..59.....34.....15..7,137694582648527139529831674762953418493182756815746293371469825956278341284315967,25,1.0
350,..2.4.39.5..67......9.2..5.41.........89.........61....5....4.1234...........2.8.,672145398583679142149823657416587239728934516395261874857396421234718965961452783,24,1.2
351,46.....293...24.......1.7...2.57.49...8..1..6.4.3.............7.8...9.6..3.8....1,465783129371924685892615743123576498958241376746398512619452837587139264234867951,26,1.0
352,.3.78...54.........7....1...9....4.6..3..598.7..3......41..7......5....2.5.1....3,136784295425916378978253164592871436613425987784369521241637859369548712857192643,24,1.4
353,.2.......9...4.3.....69...4...2......7...658.5...3....3....12..85.....7...47..9..,421378695986145327735692814648259731273416589519837462397581246852964173164723958,23,1.3
354,4....1..9......86.9...2..17.76.....11...9.7.......3.56..48.5...59.6........1.....,487361529321957864965428317276584931153296748849713256714835692598642173632179485,25,1.0
355,8..2......96.4...22.3...5.8..1..6.959....86......7....3......1..1.4...3......92..,857263941196845372243791568781326495934518627562974183329657814615482739478139256,25,1.1
356,18.2.......3.......5.9.43689..5.3.4..4.........28............366...7...2..84....7,189236754463758129257914368976523841845691273312847695724189536691375482538462917,25,1.1
357,..24....5.....582.4........7..........5..2.9..8.1....36......31..3.9.6...275.....,832417965971635824456928317714389256365742198289156743698274531543891672127563489,23,1.4
358,4...89.6.59.3....4.7.6............9534.............6...3........8..12...7..5.4.2.,423189567596327184178645239612473895349856712857291643235968471984712356761534928,23,1.6
359,.4...3..285..1..9...9.2.....957..3..........5..41......3.9...1......26....73..9..,641893572852617493379524186295786341183249765764135829536978214918452637427361958,24,1.3
360,.2..1.354..8645.......2..7..1...6...27.....39........2...4...2...4...7..5....7.48,629718354738645291451923876915236487276184539843579612387461925194852763562397148,26,1.9
361,...7...3.37....9.1..9..2.5..5.8..1......5......7...32..8.4...6.....18....9...7...,548791632372564981619382457254873196931256874867149325183425769726918543495637218,23,2.0
362,....9.1.46.........7.............8..3.9548....2...96..298.3......12....3....8..7.,583796124614823597972451368145672839369548712827319645298137456751264983436985271,23,1.1
363,..17..........12......9...58..5.4...3.7......62.8....49.4.1.8.3...6.......2.7.5..,531782469496351287278496315819564732347129658625837194964215873753648921182973546,24,1.0
364,.1....2.3.....5.9..2.74....57..9.8......7...4.61........6.....2.342.9..5...45....,715968243348125796629743518573694821892571364461832957956317482134289675287456139,25,1.2
365,..5...3..9....4..2.2.9....54....2.......3..718..7..4............4...1....32.45.8.,685127349917354862324986715473512698296438571851769423768293154549871236132645987,23,2.0
